location_id,stone_id,role,label,lon,lat,coordinate_method,uncertainty_m,confidence,is_estimate,rationale,review_status
DR93:current:runor,DR93,current_location,Nationalmuseet,,,unknown,,unknown,False,"Kilden navngiver den nuværende placering, men leverer ikke et særskilt current-koordinat. Teksten bevares uden at opfinde et punkt.",needs_review
DR94:earliest:runor,DR94,earliest_known_location,Ålum 1,9.83267,56.4524,source_coordinate,,high,False,Samnordisk runtextdatabas angiver dette som ældst belagte koordinat. Det er ikke automatisk identisk med fundsted eller oprindelig opstilling.,reviewed
DR95:earliest:runor,DR95,earliest_known_location,Ålum 2,9.83267,56.4524,source_coordinate,,high,False,Samnordisk runtextdatabas angiver dette som ældst belagte koordinat. Det er ikke automatisk identisk med fundsted eller oprindelig opstilling.,reviewed
DR96:earliest:runor,DR96,earliest_known_location,Ålum 3,9.83276,56.4524,source_coordinate,,high,False,Samnordisk runtextdatabas angiver dette som ældst belagte koordinat. Det er ikke automatisk identisk med fundsted eller oprindelig opstilling.,reviewed
DR97:earliest:runor,DR97,earliest_known_location,Ålum 4,9.83276,56.4524,source_coordinate,,high,False,Samnordisk runtextdatabas angiver dette som ældst belagte koordinat. Det er ikke automatisk identisk med fundsted eller oprindelig opstilling.,reviewed
DR98:earliest:runor,DR98,earliest_known_location,Bjerregrav 1,9.90511,56.4886,source_coordinate,,high,False,Samnordisk runtextdatabas angiver dette som ældst belagte koordinat. Det er ikke automatisk identisk med fundsted eller oprindelig opstilling.,reviewed
DR99:earliest:runor,DR99,earliest_known_location,Bjerregrav 2,9.90504,56.4886,source_coordinate,,high,False,Samnordisk runtextdatabas angiver dette som ældst belagte koordinat. Det er ikke automatisk identisk med fundsted eller oprindelig opstilling.,reviewed
DR105:earliest:runor,DR105,earliest_known_location,Laurbjerg,9.91745,56.3558,source_coordinate,,high,False,Samnordisk runtextdatabas angiver dette som ældst belagte koordinat. Det er ikke automatisk identisk med fundsted eller oprindelig opstilling.,reviewed
DR106:earliest:runor,DR106,earliest_known_location,Ørum,9.95347,56.401,source_coordinate,,high,False,Samnordisk runtextdatabas angiver dette som ældst belagte koordinat. Det er ikke automatisk identisk med fundsted eller oprindelig opstilling.,reviewed
DR107:earliest:runor,DR107,earliest_known_location,Egå,10.26,56.2029,source_coordinate,,high,False,Samnordisk runtextdatabas angiver dette som ældst belagte koordinat. Det er ikke automatisk identisk med fundsted eller oprindelig opstilling.,reviewed
DR107:current:runor,DR107,current_location,Nationalmuseet (nr LVI).,,,unknown,,unknown,False,"Kilden navngiver den nuværende placering, men leverer ikke et særskilt current-koordinat. Teksten bevares uden at opfinde et punkt.",needs_review
DR108:earliest:runor,DR108,earliest_known_location,Kolind,10.5913,56.3617,source_coordinate,,high,False,Samnordisk runtextdatabas angiver dette som ældst belagte koordinat. Det er ikke automatisk identisk med fundsted eller oprindelig opstilling.,reviewed
DR109:earliest:runor,DR109,earliest_known_location,Øster Alling,10.3139,56.4118,source_coordinate,,high,False,Samnordisk runtextdatabas angiver dette som ældst belagte koordinat. Det er ikke automatisk identisk med fundsted eller oprindelig opstilling.,reviewed
DR110:earliest:runor,DR110,earliest_known_location,Virring,10.2465,56.4347,source_coordinate,,high,False,Samnordisk runtextdatabas angiver dette som ældst belagte koordinat. Det er ikke automatisk identisk med fundsted eller oprindelig opstilling.,reviewed
DR112:earliest:runor,DR112,earliest_known_location,Gesing 2,10.4303,56.4594,source_coordinate,,high,False,Samnordisk runtextdatabas angiver dette som ældst belagte koordinat. Det er ikke automatisk identisk med fundsted eller oprindelig opstilling.,reviewed
DR113:earliest:runor,DR113,earliest_known_location,Vejlby,10.3376,56.468,source_coordinate,,high,False,Samnordisk runtextdatabas angiver dette som ældst belagte koordinat. Det er ikke automatisk identisk med fundsted eller oprindelig opstilling.,reviewed
DR114:earliest:runor,DR114,earliest_known_location,Rimsø,10.7947,56.4784,source_coordinate,,high,False,Samnordisk runtextdatabas angiver dette som ældst belagte koordinat. Det er ikke automatisk identisk med fundsted eller oprindelig opstilling.,reviewed
DR115:earliest:runor,DR115,earliest_known_location,Randers 1,10.038,56.4583,source_coordinate,,high,False,Samnordisk runtextdatabas angiver dette som ældst belagte koordinat. Det er ikke automatisk identisk med fundsted eller oprindelig opstilling.,reviewed
DR115:current:runor,DR115,current_location,Randers Museum,,,unknown,,unknown,False,"Kilden navngiver den nuværende placering, men leverer ikke et særskilt current-koordinat. Teksten bevares uden at opfinde et punkt.",needs_review
DR116:earliest:runor,DR116,earliest_known_location,Randers 2,10.038,56.4575,source_coordinate,,high,False,Samnordisk runtextdatabas angiver dette som ældst belagte koordinat. Det er ikke automatisk identisk med fundsted eller oprindelig opstilling.,reviewed
DR116:current:runor,DR116,current_location,Randers museum,,,unknown,,unknown,False,"Kilden navngiver den nuværende placering, men leverer ikke et særskilt current-koordinat. Teksten bevares uden at opfinde et punkt.",needs_review
DR117:earliest:runor,DR117,earliest_known_location,Mejlby,10.0884,56.5129,source_coordinate,,high,False,Samnordisk runtextdatabas angiver dette som ældst belagte koordinat. Det er ikke automatisk identisk med fundsted eller oprindelig opstilling.,reviewed
DR117:current:runor,DR117,current_location,Randers Museum,,,unknown,,unknown,False,"Kilden navngiver den nuværende placering, men leverer ikke et særskilt current-koordinat. Teksten bevares uden at opfinde et punkt.",needs_review
DR118:earliest:runor,DR118,earliest_known_location,Stenalt,10.2766,56.5089,source_coordinate,,high,False,Samnordisk runtextdatabas angiver dette som ældst belagte koordinat. Det er ikke automatisk identisk med fundsted eller oprindelig opstilling.,reviewed
DR119:earliest:runor,DR119,earliest_known_location,Spentrup 1,10.0331,56.5401,source_coordinate,,high,False,Samnordisk runtextdatabas angiver dette som ældst belagte koordinat. Det er ikke automatisk identisk med fundsted eller oprindelig opstilling.,reviewed
DR120:earliest:runor,DR120,earliest_known_location,Spentrup 2,10.0618,56.5377,source_coordinate,,high,False,Samnordisk runtextdatabas angiver dette som ældst belagte koordinat. Det er ikke automatisk identisk med fundsted eller oprindelig opstilling.,reviewed
DR120:current:runor,DR120,current_location,Randers museum,,,unknown,,unknown,False,"Kilden navngiver den nuværende placering, men leverer ikke et særskilt current-koordinat. Teksten bevares uden at opfinde et punkt.",needs_review
DR121:earliest:runor,DR121,earliest_known_location,Asferg,9.89283,56.5534,source_coordinate,,high,False,Samnordisk runtextdatabas angiver dette som ældst belagte koordinat. Det er ikke automatisk identisk med fundsted eller oprindelig opstilling.,reviewed
DR121:current:runor,DR121,current_location,Nationalmuseet,,,unknown,,unknown,False,"Kilden navngiver den nuværende placering, men leverer ikke et særskilt current-koordinat. Teksten bevares uden at opfinde et punkt.",needs_review
DR122:earliest:runor,DR122,earliest_known_location,Glenstrup 1,9.85175,56.584,source_coordinate,,high,False,Samnordisk runtextdatabas angiver dette som ældst belagte koordinat. Det er ikke automatisk identisk med fundsted eller oprindelig opstilling.,reviewed
DR122:current:runor,DR122,current_location,Nationalmuseet (2),,,unknown,,unknown,False,"Kilden navngiver den nuværende placering, men leverer ikke et særskilt current-koordinat. Teksten bevares uden at opfinde et punkt.",needs_review
DR123:earliest:runor,DR123,earliest_known_location,Glenstrup 2,9.81394,56.5955,source_coordinate,,high,False,Samnordisk runtextdatabas angiver dette som ældst belagte koordinat. Det er ikke automatisk identisk med fundsted eller oprindelig opstilling.,reviewed
DR124:earliest:runor,DR124,earliest_known_location,Vester Tørslev,9.88392,56.6013,source_coordinate,,high,False,Samnordisk runtextdatabas angiver dette som ældst belagte koordinat. Det er ikke automatisk identisk med fundsted eller oprindelig opstilling.,reviewed
DR125:earliest:runor,DR125,earliest_known_location,Dalbyover,10.1951,56.6203,source_coordinate,,high,False,Samnordisk runtextdatabas angiver dette som ældst belagte koordinat. Det er ikke automatisk identisk med fundsted eller oprindelig opstilling.,reviewed
DR126:earliest:runor,DR126,earliest_known_location,Hobro 1,9.79507,56.6419,source_coordinate,,high,False,Samnordisk runtextdatabas angiver dette som ældst belagte koordinat. Det er ikke automatisk identisk med fundsted eller oprindelig opstilling.,reviewed
DR127:earliest:runor,DR127,earliest_known_location,Hobro 2,9.79372,56.6369,source_coordinate,,high,False,Samnordisk runtextdatabas angiver dette som ældst belagte koordinat. Det er ikke automatisk identisk med fundsted eller oprindelig opstilling.,reviewed
DR127:current:runor,DR127,current_location,Hobro Museum,,,unknown,,unknown,False,"Kilden navngiver den nuværende placering, men leverer ikke et særskilt current-koordinat. Teksten bevares uden at opfinde et punkt.",needs_review
DR129:earliest:runor,DR129,earliest_known_location,Durup,9.63083,56.7035,source_coordinate,,high,False,Samnordisk runtextdatabas angiver dette som ældst belagte koordinat. Det er ikke automatisk identisk med fundsted eller oprindelig opstilling.,reviewed
DR129:current:runor,DR129,current_location,Nøragergårds trädgård,,,unknown,,unknown,False,"Kilden navngiver den nuværende placering, men leverer ikke et særskilt current-koordinat. Teksten bevares uden at opfinde et punkt.",needs_review
DR130:earliest:runor,DR130,earliest_known_location,Giver,9.58231,56.8294,source_coordinate,,high,False,Samnordisk runtextdatabas angiver dette som ældst belagte koordinat. Det er ikke automatisk identisk med fundsted eller oprindelig opstilling.,reviewed
DR130:current:runor,DR130,current_location,I vapenhuset,,,unknown,,unknown,False,"Kilden navngiver den nuværende placering, men leverer ikke et særskilt current-koordinat. Teksten bevares uden at opfinde et punkt.",needs_review
DR131:earliest:runor,DR131,earliest_known_location,Års,9.51379,56.8049,source_coordinate,,high,False,Samnordisk runtextdatabas angiver dette som ældst belagte koordinat. Det er ikke automatisk identisk med fundsted eller oprindelig opstilling.,reviewed
DR131:current:runor,DR131,current_location,På kyrkogården,,,unknown,,unknown,False,"Kilden navngiver den nuværende placering, men leverer ikke et særskilt current-koordinat. Teksten bevares uden at opfinde et punkt.",needs_review
DR132:earliest:runor,DR132,earliest_known_location,Flejsborg,9.34227,56.8663,source_coordinate,,high,False,Samnordisk runtextdatabas angiver dette som ældst belagte koordinat. Det er ikke automatisk identisk med fundsted eller oprindelig opstilling.,reviewed
DR132:current:runor,DR132,current_location,I vapenhuset,,,unknown,,unknown,False,"Kilden navngiver den nuværende placering, men leverer ikke et særskilt current-koordinat. Teksten bevares uden at opfinde et punkt.",needs_review
DR133:earliest:runor,DR133,earliest_known_location,Skivum,9.58928,56.8656,source_coordinate,,high,False,Samnordisk runtextdatabas angiver dette som ældst belagte koordinat. Det er ikke automatisk identisk med fundsted eller oprindelig opstilling.,reviewed
DR134:earliest:runor,DR134,earliest_known_location,Ravnkilde 1,9.75643,56.7552,source_coordinate,,high,False,Samnordisk runtextdatabas angiver dette som ældst belagte koordinat. Det er ikke automatisk identisk med fundsted eller oprindelig opstilling.,reviewed
DR135:current:runor,DR135,current_location,I prästgårdens trädgård.,9.58961,56.7504,source_coordinate,,high,False,Samnordisk runtextdatabas angiver et særskilt current-koordinat.,reviewed
DR138:earliest:runor,DR138,earliest_known_location,Suldrup 2,9.69101,56.8555,source_coordinate,,high,False,Samnordisk runtextdatabas angiver dette som ældst belagte koordinat. Det er ikke automatisk identisk med fundsted eller oprindelig opstilling.,reviewed
DR140:earliest:runor,DR140,earliest_known_location,Lyngby,10.0433,56.8438,source_coordinate,,high,False,Samnordisk runtextdatabas angiver dette som ældst belagte koordinat. Det er ikke automatisk identisk med fundsted eller oprindelig opstilling.,reviewed
DR140:current:runor,DR140,current_location,I vapenhuset,,,unknown,,unknown,False,"Kilden navngiver den nuværende placering, men leverer ikke et særskilt current-koordinat. Teksten bevares uden at opfinde et punkt.",needs_review
DR143:earliest:runor,DR143,earliest_known_location,Gunderup 1,10.0144,56.9164,source_coordinate,,high,False,Samnordisk runtextdatabas angiver dette som ældst belagte koordinat. Det er ikke automatisk identisk med fundsted eller oprindelig opstilling.,reviewed
DR143:current:runor,DR143,current_location,I vapenhuset,,,unknown,,unknown,False,"Kilden navngiver den nuværende placering, men leverer ikke et særskilt current-koordinat. Teksten bevares uden at opfinde et punkt.",needs_review
DR144:earliest:runor,DR144,earliest_known_location,Gunderup 2,10.015,56.9417,source_coordinate,,high,False,Samnordisk runtextdatabas angiver dette som ældst belagte koordinat. Det er ikke automatisk identisk med fundsted eller oprindelig opstilling.,reviewed
DR144:current:runor,DR144,current_location,I vapenhuset,,,unknown,,unknown,False,"Kilden navngiver den nuværende placering, men leverer ikke et særskilt current-koordinat. Teksten bevares uden at opfinde et punkt.",needs_review
DR145:earliest:runor,DR145,earliest_known_location,Ferslev 1,9.89723,56.9513,source_coordinate,,high,False,Samnordisk runtextdatabas angiver dette som ældst belagte koordinat. Det er ikke automatisk identisk med fundsted eller oprindelig opstilling.,reviewed
DR145:current:runor,DR145,current_location,I vapenhuset,,,unknown,,unknown,False,"Kilden navngiver den nuværende placering, men leverer ikke et særskilt current-koordinat. Teksten bevares uden at opfinde et punkt.",needs_review
DR146:earliest:runor,DR146,earliest_known_location,Ferslev 2,9.8966,56.9519,source_coordinate,,high,False,Samnordisk runtextdatabas angiver dette som ældst belagte koordinat. Det er ikke automatisk identisk med fundsted eller oprindelig opstilling.,reviewed
DR147:earliest:runor,DR147,earliest_known_location,Gudum,10.0693,56.9498,source_coordinate,,high,False,Samnordisk runtextdatabas angiver dette som ældst belagte koordinat. Det er ikke automatisk identisk med fundsted eller oprindelig opstilling.,reviewed
DR149:earliest:runor,DR149,earliest_known_location,Ydby,8.39238,56.7193,source_coordinate,,high,False,Samnordisk runtextdatabas angiver dette som ældst belagte koordinat. Det er ikke automatisk identisk med fundsted eller oprindelig opstilling.,reviewed
DR149:current:runor,DR149,current_location,Nationalmuseet (C. 41979).,,,unknown,,unknown,False,"Kilden navngiver den nuværende placering, men leverer ikke et særskilt current-koordinat. Teksten bevares uden at opfinde et punkt.",needs_review
DR150:earliest:runor,DR150,earliest_known_location,Hurup,8.4258,56.7541,source_coordinate,,high,False,Samnordisk runtextdatabas angiver dette som ældst belagte koordinat. Det er ikke automatisk identisk med fundsted eller oprindelig opstilling.,reviewed
DR154:earliest:runor,DR154,earliest_known_location,Torup (Tvorup),8.47713,56.9686,source_coordinate,,high,False,Samnordisk runtextdatabas angiver dette som ældst belagte koordinat. Det er ikke automatisk identisk med fundsted eller oprindelig opstilling.,reviewed
DR155:earliest:runor,DR155,earliest_known_location,Sjørind,8.59033,56.9515,source_coordinate,,high,False,Samnordisk runtextdatabas angiver dette som ældst belagte koordinat. Det er ikke automatisk identisk med fundsted eller oprindelig opstilling.,reviewed
DR160:earliest:runor,DR160,earliest_known_location,Jetsmark,9.66747,57.2283,source_coordinate,,high,False,Samnordisk runtextdatabas angiver dette som ældst belagte koordinat. Det er ikke automatisk identisk med fundsted eller oprindelig opstilling.,reviewed
DR160:current:runor,DR160,current_location,I vapenhuset,,,unknown,,unknown,False,"Kilden navngiver den nuværende placering, men leverer ikke et særskilt current-koordinat. Teksten bevares uden at opfinde et punkt.",needs_review
DR161:earliest:runor,DR161,earliest_known_location,Hune,9.63709,57.2715,source_coordinate,,high,False,Samnordisk runtextdatabas angiver dette som ældst belagte koordinat. Det er ikke automatisk identisk med fundsted eller oprindelig opstilling.,reviewed
DR161:current:runor,DR161,current_location,I tornrummet,,,unknown,,unknown,False,"Kilden navngiver den nuværende placering, men leverer ikke et særskilt current-koordinat. Teksten bevares uden at opfinde et punkt.",needs_review
DR163:earliest:runor,DR163,earliest_known_location,Øster Brønderslev,9.9996,57.2483,source_coordinate,,high,False,Samnordisk runtextdatabas angiver dette som ældst belagte koordinat. Det er ikke automatisk identisk med fundsted eller oprindelig opstilling.,reviewed
DR163:current:runor,DR163,current_location,Nationalmuseet (3),,,unknown,,unknown,False,"Kilden navngiver den nuværende placering, men leverer ikke et særskilt current-koordinat. Teksten bevares uden at opfinde et punkt.",needs_review
DR164:earliest:runor,DR164,earliest_known_location,Vrejlev,10.0026,57.3623,source_coordinate,,high,False,Samnordisk runtextdatabas angiver dette som ældst belagte koordinat. Det er ikke automatisk identisk med fundsted eller oprindelig opstilling.,reviewed
DR187:earliest:runor,DR187,earliest_known_location,Sørup,10.5624,55.0751,source_coordinate,,high,False,Samnordisk runtextdatabas angiver dette som ældst belagte koordinat. Det er ikke automatisk identisk med fundsted eller oprindelig opstilling.,reviewed
DR187:current:runor,DR187,current_location,Nationalmuseet (988),,,unknown,,unknown,False,"Kilden navngiver den nuværende placering, men leverer ikke et særskilt current-koordinat. Teksten bevares uden at opfinde et punkt.",needs_review
DR188:earliest:runor,DR188,earliest_known_location,Ørbæk,10.6548,55.245,source_coordinate,,high,False,Samnordisk runtextdatabas angiver dette som ældst belagte koordinat. Det er ikke automatisk identisk med fundsted eller oprindelig opstilling.,reviewed
DR189:earliest:runor,DR189,earliest_known_location,Avnslev (Aunslev),10.713,55.3543,source_coordinate,,high,False,Samnordisk runtextdatabas angiver dette som ældst belagte koordinat. Det er ikke automatisk identisk med fundsted eller oprindelig opstilling.,reviewed
DR190:earliest:runor,DR190,earliest_known_location,Helnæs,10.0141,55.1491,source_coordinate,,high,False,Samnordisk runtextdatabas angiver dette som ældst belagte koordinat. Det er ikke automatisk identisk med fundsted eller oprindelig opstilling.,reviewed
DR190:current:runor,DR190,current_location,Nationalmuseet (20017),,,unknown,,unknown,False,"Kilden navngiver den nuværende placering, men leverer ikke et særskilt current-koordinat. Teksten bevares uden at opfinde et punkt.",needs_review
DR191:earliest:runor,DR191,earliest_known_location,Sønderby,9.98818,55.2296,source_coordinate,,high,False,Samnordisk runtextdatabas angiver dette som ældst belagte koordinat. Det er ikke automatisk identisk med fundsted eller oprindelig opstilling.,reviewed
DR192:earliest:runor,DR192,earliest_known_location,Flemløse 1,10.0667,55.2505,source_coordinate,,high,False,Samnordisk runtextdatabas angiver dette som ældst belagte koordinat. Det er ikke automatisk identisk med fundsted eller oprindelig opstilling.,reviewed
DR192:current:runor,DR192,current_location,Jægerspris,,,unknown,,unknown,False,"Kilden navngiver den nuværende placering, men leverer ikke et særskilt current-koordinat. Teksten bevares uden at opfinde et punkt.",needs_review
DR193:earliest:runor,DR193,earliest_known_location,Flemløse 2,10.0729,55.2393,source_coordinate,,high,False,Samnordisk runtextdatabas angiver dette som ældst belagte koordinat. Det er ikke automatisk identisk med fundsted eller oprindelig opstilling.,reviewed
DR193:current:runor,DR193,current_location,Jægerspris,,,unknown,,unknown,False,"Kilden navngiver den nuværende placering, men leverer ikke et særskilt current-koordinat. Teksten bevares uden at opfinde et punkt.",needs_review
DR202:earliest:runor,DR202,earliest_known_location,Rønninge,10.6046,55.3447,source_coordinate,,high,False,Samnordisk runtextdatabas angiver dette som ældst belagte koordinat. Det er ikke automatisk identisk med fundsted eller oprindelig opstilling.,reviewed
DR209:earliest:runor,DR209,earliest_known_location,Glavendrup,10.293,55.5097,source_coordinate,,high,False,Samnordisk runtextdatabas angiver dette som ældst belagte koordinat. Det er ikke automatisk identisk med fundsted eller oprindelig opstilling.,reviewed
DR209:original:runor,DR209,original_location,Glavendrup,10.293,55.5097,source_coordinate,,high,False,Kilden markerer original_location.original=true; det ældst belagte koordinat bruges derfor også som dokumenteret oprindelig placering.,reviewed
DR210:earliest:runor,DR210,earliest_known_location,Ålbæk,10.3768,55.4985,source_coordinate,,high,False,Samnordisk runtextdatabas angiver dette som ældst belagte koordinat. Det er ikke automatisk identisk med fundsted eller oprindelig opstilling.,reviewed
DR211:earliest:runor,DR211,earliest_known_location,Nørre Nærå,10.2824,55.5729,source_coordinate,,high,False,Samnordisk runtextdatabas angiver dette som ældst belagte koordinat. Det er ikke automatisk identisk med fundsted eller oprindelig opstilling.,reviewed
DR212:earliest:runor,DR212,earliest_known_location,Tillitse,11.1571,54.7662,source_coordinate,,high,False,Samnordisk runtextdatabas angiver dette som ældst belagte koordinat. Det er ikke automatisk identisk med fundsted eller oprindelig opstilling.,reviewed
DR213:earliest:runor,DR213,earliest_known_location,Skovlænge,11.2494,54.8167,source_coordinate,,high,False,Samnordisk runtextdatabas angiver dette som ældst belagte koordinat. Det er ikke automatisk identisk med fundsted eller oprindelig opstilling.,reviewed
DR213:current:runor,DR213,current_location,Maribo Museum,11.2518,54.8206,source_coordinate,,high,False,Samnordisk runtextdatabas angiver et særskilt current-koordinat.,reviewed
DR216:earliest:runor,DR216,earliest_known_location,Tirsted,11.3453,54.7351,source_coordinate,,high,False,Samnordisk runtextdatabas angiver dette som ældst belagte koordinat. Det er ikke automatisk identisk med fundsted eller oprindelig opstilling.,reviewed
DR216:current:runor,DR216,current_location,Nationalmuseet,,,unknown,,unknown,False,"Kilden navngiver den nuværende placering, men leverer ikke et særskilt current-koordinat. Teksten bevares uden at opfinde et punkt.",needs_review
DR217:earliest:runor,DR217,earliest_known_location,Sædinge,11.4373,54.7154,source_coordinate,,high,False,Samnordisk runtextdatabas angiver dette som ældst belagte koordinat. Det er ikke automatisk identisk med fundsted eller oprindelig opstilling.,reviewed
DR217:current:runor,DR217,current_location,Maribo Museum,,,unknown,,unknown,False,"Kilden navngiver den nuværende placering, men leverer ikke et særskilt current-koordinat. Teksten bevares uden at opfinde et punkt.",needs_review
DR218:earliest:runor,DR218,earliest_known_location,Tågerup,11.4518,54.6792,source_coordinate,,high,False,Samnordisk runtextdatabas angiver dette som ældst belagte koordinat. Det er ikke automatisk identisk med fundsted eller oprindelig opstilling.,reviewed
DR219:earliest:runor,DR219,earliest_known_location,Bregninge 1,11.688,54.7052,source_coordinate,,high,False,Samnordisk runtextdatabas angiver dette som ældst belagte koordinat. Det er ikke automatisk identisk med fundsted eller oprindelig opstilling.,reviewed
DR219:current:runor,DR219,current_location,Nationalmuseet,,,unknown,,unknown,False,"Kilden navngiver den nuværende placering, men leverer ikke et særskilt current-koordinat. Teksten bevares uden at opfinde et punkt.",needs_review
DR220:earliest:runor,DR220,earliest_known_location,Sønder Kirkeby,11.9774,54.7704,source_coordinate,,high,False,Samnordisk runtextdatabas angiver dette som ældst belagte koordinat. Det er ikke automatisk identisk med fundsted eller oprindelig opstilling.,reviewed
DR220:current:runor,DR220,current_location,Nationalmuseet,,,unknown,,unknown,False,"Kilden navngiver den nuværende placering, men leverer ikke et særskilt current-koordinat. Teksten bevares uden at opfinde et punkt.",needs_review
DR221:earliest:runor,DR221,earliest_known_location,Vordingborg,11.906,55.0064,source_coordinate,,high,False,Samnordisk runtextdatabas angiver dette som ældst belagte koordinat. Det er ikke automatisk identisk med fundsted eller oprindelig opstilling.,reviewed
DR221:current:runor,DR221,current_location,Nationalmuseet (1),,,unknown,,unknown,False,"Kilden navngiver den nuværende placering, men leverer ikke et særskilt current-koordinat. Teksten bevares uden at opfinde et punkt.",needs_review
DR225:earliest:runor,DR225,earliest_known_location,Bårse,11.9481,55.1284,source_coordinate,,high,False,Samnordisk runtextdatabas angiver dette som ældst belagte koordinat. Det er ikke automatisk identisk med fundsted eller oprindelig opstilling.,reviewed
DR225:current:runor,DR225,current_location,Nationalmuseet (747),,,unknown,,unknown,False,"Kilden navngiver den nuværende placering, men leverer ikke et særskilt current-koordinat. Teksten bevares uden at opfinde et punkt.",needs_review
DR226:earliest:runor,DR226,earliest_known_location,Glumsø,11.6874,55.3548,source_coordinate,,high,False,Samnordisk runtextdatabas angiver dette som ældst belagte koordinat. Det er ikke automatisk identisk med fundsted eller oprindelig opstilling.,reviewed
DR226:current:runor,DR226,current_location,Nationalmuseet (D 3989).,,,unknown,,unknown,False,"Kilden navngiver den nuværende placering, men leverer ikke et særskilt current-koordinat. Teksten bevares uden at opfinde et punkt.",needs_review
DR227:earliest:runor,DR227,earliest_known_location,Sandby 1,11.7399,55.379,source_coordinate,,high,False,Samnordisk runtextdatabas angiver dette som ældst belagte koordinat. Det er ikke automatisk identisk med fundsted eller oprindelig opstilling.,reviewed
DR228:earliest:runor,DR228,earliest_known_location,Sandby 2,11.7391,55.3788,source_coordinate,,high,False,Samnordisk runtextdatabas angiver dette som ældst belagte koordinat. Det er ikke automatisk identisk med fundsted eller oprindelig opstilling.,reviewed
DR228:current:runor,DR228,current_location,På kyrkogården,,,unknown,,unknown,False,"Kilden navngiver den nuværende placering, men leverer ikke et særskilt current-koordinat. Teksten bevares uden at opfinde et punkt.",needs_review
DR229:earliest:runor,DR229,earliest_known_location,Sandby 3,11.7399,55.379,source_coordinate,,high,False,Samnordisk runtextdatabas angiver dette som ældst belagte koordinat. Det er ikke automatisk identisk med fundsted eller oprindelig opstilling.,reviewed
DR229:current:runor,DR229,current_location,Nationalmuseet,,,unknown,,unknown,False,"Kilden navngiver den nuværende placering, men leverer ikke et særskilt current-koordinat. Teksten bevares uden at opfinde et punkt.",needs_review
DR230:earliest:runor,DR230,earliest_known_location,Tryggevælde,12.2964,55.354,source_coordinate,,high,False,Samnordisk runtextdatabas angiver dette som ældst belagte koordinat. Det er ikke automatisk identisk med fundsted eller oprindelig opstilling.,reviewed
DR230:current:runor,DR230,current_location,Nationalmuseet,,,unknown,,unknown,False,"Kilden navngiver den nuværende placering, men leverer ikke et særskilt current-koordinat. Teksten bevares uden at opfinde et punkt.",needs_review
DR233:earliest:runor,DR233,earliest_known_location,Eggeslevmagle,11.3491,55.2862,source_coordinate,,high,False,Samnordisk runtextdatabas angiver dette som ældst belagte koordinat. Det er ikke automatisk identisk med fundsted eller oprindelig opstilling.,reviewed
DR235:earliest:runor,DR235,earliest_known_location,Tårnborg 1,11.1971,55.3461,source_coordinate,,high,False,Samnordisk runtextdatabas angiver dette som ældst belagte koordinat. Det er ikke automatisk identisk med fundsted eller oprindelig opstilling.,reviewed
DR235:current:runor,DR235,current_location,Nationalmuseet,,,unknown,,unknown,False,"Kilden navngiver den nuværende placering, men leverer ikke et særskilt current-koordinat. Teksten bevares uden at opfinde et punkt.",needs_review
DR236:earliest:runor,DR236,earliest_known_location,Tårnborg 2,11.1549,55.3604,source_coordinate,,high,False,Samnordisk runtextdatabas angiver dette som ældst belagte koordinat. Det er ikke automatisk identisk med fundsted eller oprindelig opstilling.,reviewed
DR237:earliest:runor,DR237,earliest_known_location,Alsted,11.6651,55.4045,source_coordinate,,high,False,Samnordisk runtextdatabas angiver dette som ældst belagte koordinat. Det er ikke automatisk identisk med fundsted eller oprindelig opstilling.,reviewed
DR237:current:runor,DR237,current_location,I kyrkan,,,unknown,,unknown,False,"Kilden navngiver den nuværende placering, men leverer ikke et særskilt current-koordinat. Teksten bevares uden at opfinde et punkt.",needs_review
DR238:earliest:runor,DR238,earliest_known_location,Fjenneslev,11.6875,55.4334,source_coordinate,,high,False,Samnordisk runtextdatabas angiver dette som ældst belagte koordinat. Det er ikke automatisk identisk med fundsted eller oprindelig opstilling.,reviewed
DR238:current:runor,DR238,current_location,På kyrkogården,,,unknown,,unknown,False,"Kilden navngiver den nuværende placering, men leverer ikke et særskilt current-koordinat. Teksten bevares uden at opfinde et punkt.",needs_review
DR239:earliest:runor,DR239,earliest_known_location,Gørlev,11.2265,55.5381,source_coordinate,,high,False,Samnordisk runtextdatabas angiver dette som ældst belagte koordinat. Det er ikke automatisk identisk med fundsted eller oprindelig opstilling.,reviewed
DR239:current:runor,DR239,current_location,I vapenhuset,,,unknown,,unknown,False,"Kilden navngiver den nuværende placering, men leverer ikke et særskilt current-koordinat. Teksten bevares uden at opfinde et punkt.",needs_review
DR248:earliest:runor,DR248,earliest_known_location,Snoldelev,12.1192,55.5719,source_coordinate,,high,False,Samnordisk runtextdatabas angiver dette som ældst belagte koordinat. Det er ikke automatisk identisk med fundsted eller oprindelig opstilling.,reviewed
DR248:current:runor,DR248,current_location,Nationalmuseet (76),,,unknown,,unknown,False,"Kilden navngiver den nuværende placering, men leverer ikke et særskilt current-koordinat. Teksten bevares uden at opfinde et punkt.",needs_review
DR249:earliest:runor,DR249,earliest_known_location,Tune,12.1684,55.5886,source_coordinate,,high,False,Samnordisk runtextdatabas angiver dette som ældst belagte koordinat. Det er ikke automatisk identisk med fundsted eller oprindelig opstilling.,reviewed
